device_name,description
switch.under_cabinet_lights,Schalter für die Beleuchtung unter dem Schrank
switch.utility_room_lights,Lichtschalter für Hauswirtschaftsräume
switch.walkway_lights,Gehwegbeleuchtungsschalter
switch.warehouse_lights,Lagerlichtschalter
switch.wasser_feature_lights,Lichtschalter für Wasserspiele
switch.werkstattbeleuchtung,Werkstattlichtschalter
switch.yard_floodlights,Schalter für Hofscheinwerfer
switch.zoo_enclosure_lighting,Steuerung der Zoogehegebeleuchtung
switch.pool_pump,Schalter für Poolpumpe
switch.bewässerungssystem,Bewässerungssystemschalter
switch.garage_workshop_lights,Lichtschalter für Garage und Werkstatt
climate.nest_learning,Nest-Lernthermostat
climate.ecobee_smart,Ecobee SmartThermostat
climate.honeywell_lyric_t6,Honeywell Lyric T6 Pro
climate.emerson_sensi_touch,Emerson Sensi Touch WLAN-Thermostat
climate.bosch_bcc100,Bosch BCC100 Connected Control
climate.johnson_glas,Johnson Controls GLAS Smart Thermostat
climate.thermostat_lux_geo,Lux Geo WLAN-Thermostat
climate.tado_smart,Tado Smart-Thermostat
climate.trane_comfortlink_ii,Trane ComfortLink II XL1050
climate.carrier_cor,Carrier Cor WLAN-Thermostat
climate.netatmo_smart,Smartes Thermostat von Netatmo
climate.sinope_smart,Intelligentes Thermostat von Sinopé
climate.kono_thermostat,Kono Smart-Thermostat
climate.mysa_smart_thermostat,Mysa Smart Thermostat für elektrische Fußleistenheizungen
climate.zen_wifi_thermostat,Zen Thermostat WiFi Edition
vacuum.living_room_roomba,Wohnzimmerstaubsauger
vacuum.kitchen_xiaomi,Küchenstaubsauger
vacuum.upstairs_dyson,Staubzerstörer im Obergeschoss
vacuum.keller_deebot,Keller-Deebot
vacuum.master_schlafzimmer_shark,Staubsauger im Hauptschlafzimmer
vacuum.garage_roomba_2,Garagenreinigungsbot
vacuum.under_sofa_cleaner,Untersofareiniger
vacuum.dining_area_bissel,Schmutzentferner für den Essbereich
vacuum.flur_neato,Wegreiniger für den Flur
vacuum.entryway_eufy,Staubsammler im Eingangsbereich
vacuum.patio_doorway_vac,Reiniger für Terrassentüren
vacuum.left_corner_bot,Schmutzsauger in der linken Ecke
vacuum.right_stairwell_sweeper,Rechter Treppenhausreiniger
vacuum.upstairs_bathroom_vac,Badezimmerhelfer im Obergeschoss
vacuum.downstairs_guest_room,Staubsauger im Gästezimmer im Erdgeschoss
vacuum.smart_home_automator,Smart-Home-Reinigungsbot
vacuum.above_stairs_robot,Staubgerät über der Treppe
vacuum.under_bed_cleaner,Staubsammler unter dem Bett
vacuum.front_hall_samsung,Kehrender Bot in der Eingangshalle
vacuum.back_deck_sweeper,Reiniger für den Hinterdeckbereich
todo.daily_chores_list,Täglicher Aufgaben-Tracker
todo.lebensmittelgeschäft_einkaufsliste,Lebensmitteleinkaufsorganisator
todo.wochenendprojekte,Liste der DIY-Wochenendprojekte
todo.family_event_planner,Familien-Eventplaner
todo.workout_routine_tracker,Planer für Trainingsroutinen
todo.kids_homework_deadlines,Fristen für Hausaufgaben für Kinder
todo.pet_vaccination_schedule,Impfplaner für Haustiere
todo.car_maintenance_log,Autowartungs-Tracker
todo.geburtstagserinnerungsliste,Geburtstagserinnerungsliste
todo.jubiläumsplaner,Jubiläums-Eventplaner
todo.urlaubsplanung,Assistent für die Urlaubsplanung
todo.book_reading_list,Leselisten-Organizer
todo.movie_watchlist,Merkliste für Filmabende
todo.rezeptsammlung,Rezeptsammlung
todo.home_renovation_planner,Planer für Hausrenovierungen
todo.garden_care_schedule,Gartenpflegeplaner
todo.bill_paid_reminders,Zahlungserinnerungen für Rechnungen
todo.insurance_renewal_alerts,Benachrichtigungen zur Versicherungsverlängerung
todo.abonnementverwaltung,Abonnementverwaltungstool
todo.warranty_tracker,Garantieablauf-Tracker
timer.kitchen_oven,Küchenofen-Timer
timer.wäscherei_maschine_1,Wäschezyklus-Tracker
timer.gartenbewässerung,Gartenbewässerungsplaner
timer.front_porch_lights,Lichttimer für die Veranda
timer.hinterhof_flutlichter,Controller für Hinterhof-Flutlicht
timer.garage_door_1,Garagentor-Timer
timer.bedroom_lamp_timer,Lampenplaner für das Schlafzimmer
timer.dining_room_dimmer,Lichttimer für das Esszimmer
timer.upstairs_hallway,Timer für den Flur im Obergeschoss
timer.downstairs_closet_light,Unten Schrank-Timer
timer.eingangsbereich_kronleuchter,Kronleuchter-Timer für den Eingangsbereich
timer.terrassenbeleuchtung,Terrassen-Ambiente-Timer
timer.einfahrt_sicherheitsbeleuchtung,Einfahrt-Sicherheitstimer
timer.kids_room_nightlight,Nachtlicht-Timer für das Kinderzimmer
timer.timer0,Allzweck-Timer
timer.timer7,Benutzerdefinierter Timer 7
timer.mein_timer,Personalisierter Timer
timer.küchenuhr,Küchen-Countdown
timer.wäscherei_countdown,Wäschezyklus-Timer
timer.morgenalarm,Weckalarm am Morgen
timer.workout_timer,Trainings-Timer
timer.study_session,Lernfokus-Timer
timer.meditationsuhr,Meditationsdauer-Tracker
timer.baby_nap_timer,Baby-Nickerchen-Monitor
timer.tea_steeping,Countdown zum Einweichen des Tees
timer.game_timer,Brettspiel-Timer
timer.morgen_kaffee,Timer für die Kaffeezubereitung am Morgen
