device_name,description
todo.przypomnienia_opłaty_rachunków,Przypomnienia o płatnościach rachunków
todo.alerty_odnowienia_ubezpieczenia,Alerty dotyczące odnowienia ubezpieczenia
todo.zarządzanie_subskrypcjami,Narzędzie do zarządzania subskrypcjami
todo.gwarancja_tracker,Śledzenie wygaśnięcia gwarancji
timer.kuchnia_piekarnik,Minutnik piekarnika kuchennego
timer.pralka_1,Śledzenie cyklu prania
timer.podlewanie_ogrodu,Harmonogram podlewania ogrodu
timer.światła_przednie_ganku,Zegar oświetlenia przedniego werandy
timer.tył_podwórko_dolne,Sterownik oświetlenia podwórkowego
timer.drzwi_garażu_1,Zegar do bramy garażowej
timer.timer_lampy_sypialni,Programator lamp do sypialni
timer.jadalnia_ściemniacz,Timer oświetlenia w jadalni
timer.na_górze_korytarz,Zegar na korytarzu na piętrze
timer.światło_szafy_na_dole,Zegar w szafie na dole
timer.żyrandol_przedpokój,Zegar żyrandolowy w przedpokoju
timer.oświetlenie_patia,Zegar nastrojowy na patio
timer.podjazd_zabezpieczenia_światła,Zegar bezpieczeństwa na podjeździe
timer.kids_room_nightlight,Timer oświetlenia nocnego do pokoju dziecięcego
timer.minutnik0,Timer ogólnego przeznaczenia
timer.minutnik7,Niestandardowy timer 7
timer.mój_timer,Spersonalizowany minutnik
timer.minutnik,Odliczanie w kuchni
timer.odliczanie_prania,Timer cyklu prania
timer.poranny_budzik,Budzik o poranku
timer.timer_treningu,Zegar sesji ćwiczeń
timer.sesja_studia,Timer skupiający się na nauce
timer.zegar_medytacyjny,Śledzenie czasu trwania medytacji
timer.baby_nap_timer,Monitor drzemki dziecka
timer.zaparzanie_herbaty,Odliczanie do zaparzenia herbaty
timer.licznik_gry,Zegar do gry planszowej
timer.poranna_kawa,Timer do porannej kawy
