device_name,description
climate.johnson_glas,Termostato inteligente GLAS de Johnson Controls
climate.termostato_lux_geo,Termostato Wifi Lux Geo
climate.tado_inteligente,Termostato inteligente Tado
climate.trane_comfortlink_ii,Trane ComfortLink II XL1050
climate.transportista_cor,Termostato Wi-Fi Carrier Cor
climate.netatmo_smart,Termostato Inteligente Netatmo
climate.sinope_inteligente,Termostato inteligente Sinopé
climate.termostato_kono,Termostato inteligente Kono
climate.mysa_smart_thermostat,Termostato inteligente Mysa para calentadores eléctricos de zócalo
climate.termostato_zen_wifi,Termostato Zen Edición WiFi
vacuum.salón_roomba,aspiradora de salón
vacuum.kitchen_xiaomi,aspiradora de cocina
vacuum.arriba_dyson,Eliminador de polvo de arriba
vacuum.sótano_deebot,Deebot del sótano
vacuum.master_dormitorio_tiburón,aspiradora de dormitorio principal
vacuum.garaje_roomba_2,Robot de limpieza de garaje
vacuum.limpiador_bajo_sofa,Limpiador debajo del sofá
vacuum.comedor_area_bissel,Eliminador de suciedad del comedor
vacuum.pasillo_neato,Limpiador de caminos de pasillo
vacuum.entrada_eufy,Colector de polvo de entrada
vacuum.patio_puerta_vac,Limpiador de puertas de patio
vacuum.robot_esquina_izquierda,Succionador de suciedad de la esquina izquierda
vacuum.barredora_derecha_escalera,Limpiador de escaleras derecho
vacuum.arriba_baño_vac,Ayudante de baño de arriba
vacuum.habitación_de_invitados_abajo,Aspiradora de la habitación de invitados de la planta baja
vacuum.automatizador_doméstico_inteligente,Robot de limpieza del hogar inteligente
vacuum.robot_arriba_escaleras,Dispositivo para quitar el polvo encima de las escaleras
vacuum.limpiador_bajo_cama,Colector de polvo debajo de la cama
vacuum.frente_hall_samsung,Robot de barrido del vestíbulo
vacuum.barredora_de_cubierta_trasera,Limpiador de zona de terraza trasera
todo.lista_de_tareas_diarias,Rastreador de tareas diarias
todo.lista_de_compras_de_comestibles,Organizador de compras de comestibles
todo.proyectos_fin_de_semana,Lista de proyectos de bricolaje del fin de semana
todo.planificador_de_eventos_familiar,Planificador de eventos familiares
todo.rastreador_de_rutina_de_entrenamiento,Programador de rutinas de entrenamiento
todo.plazos_de_trabajo_para_niños,Plazos para las tareas de los niños
todo.calendario_vacunación_mascota,Calendario de vacunación de mascotas
todo.registro_mantenimiento_automóvil,Rastreador de mantenimiento del coche
todo.lista_recordatorio_cumpleaños,Lista de recordatorios de cumpleaños
todo.planificador_aniversario,Planificador de eventos de aniversario
todo.planificación_vacaciones,Asistente de planificación de vacaciones
todo.lista_lectura_libro,Organizador de lista de lectura
todo.lista_de_observación_de_películas,Lista de vigilancia nocturna de cine
todo.colección_recetas,Colección de recetas
todo.planificador_de_renovación_del_hogar,Programador de renovación del hogar
todo.horario_cuidado_del_jardin,Planificador de cuidados del jardín
todo.recordatorios_pago_factura,Recordatorios de pago de facturas
todo.alertas_renovación_seguros,Alertas de renovación de seguros
todo.gestión_de_suscripciones,Herramienta de gestión de suscripciones
todo.rastreador_garantía,Rastreador de vencimiento de garantía
timer.cocina_horno,Temporizador de horno de cocina
timer.lavadora_maquina_1,Rastreador de ciclo de lavandería
timer.riego_jardin,Programador de riego de jardín
timer.luces_porche_frontal,Temporizador de luz del porche delantero
timer.reflectores_patio_trasero,Controlador de iluminación para patio trasero
timer.puerta_garaje_1,Temporizador de puerta de garaje
timer.temporizador_lámpara_dormitorio,Programador de lámparas de dormitorio
timer.atenuador_comedor,Temporizador de luz del comedor
timer.pasillo_arriba,Temporizador del pasillo de arriba
timer.luz_del_armario_de_abajo,Temporizador del armario de abajo
timer.entrada_candelabro,Temporizador de lámpara de entrada
timer.iluminación_patio,Temporizador de ambiente de patio
timer.luces_de_seguridad_de_entrada,Temporizador de seguridad en la entrada
timer.luz_nocturna_habitacion_niños,Temporizador de luz nocturna para habitación de niños
timer.temporizador0,Temporizador de uso general
timer.temporizador7,Temporizador personalizado 7
timer.mi_temporizador,Temporizador personalizado
timer.temporizador_de_cocina,Cuenta regresiva de la cocina
timer.cuenta_regresiva_de_lavandería,Temporizador de ciclo de lavado
timer.alarma_matutina,Alarma para despertarse por la mañana
timer.temporizador_entrenamiento,Temporizador de sesión de ejercicio
timer.sesión_de_estudio,Temporizador de enfoque de estudio
timer.reloj_meditacion,Rastreador de duración de la meditación
timer.temporizador_siesta_bebe,Monitor de siesta para bebés
timer.té_empapado,Cuenta regresiva para preparar el té
timer.temporizador_juego,Temporizador de juego de mesa
timer.cafe_mañanero,Temporizador de preparación de café por la mañana
