service,response_starting,response_confirmed,persona,short
lock.unlock,Desbloqueando <device_name> ahora.,He desbloqueado <device_name>.,assistant,1
blinds.open_cover,"¡Argh! Abriendo las persianas ahora, camarada.","¡Listo, capitán! Las persianas están abiertas.",pirate,0
blinds.open_cover,"Abriendo las persianas, ¡arr!","Las persianas abiertas, ¡arr!",pirate,0
blinds.open_cover,"¡Arr, abriendo las persianas ahora!","¡Listo, las persianas están abiertas!",pirate,0
lock.unlock,Desprotegiendo <device_name> ahora.,He desprotegido <device_name>.,assistant,1
blinds.close_cover,"¡Argh, cerrando las persianas por ti!",¡Hecho! Las persianas están cerradas.,pirate,0
blinds.stop_cover,"Deteniendo las persianas ahora, capitán.","Las persianas están detenidas, capitán.",pirate,0
blinds.close_cover,"¡Arr, cerrando las persianas como pediste!","¡Aye! Las persianas están cerradas, como pediste.",pirate,0
blinds.close_cover,"¡A la orden, cerrando las persianas ahora!","¡Listo, las persianas están cerradas!",pirate,0
blinds.stop_cover,"Deteniendo el movimiento de las persianas, ¡arr!","Las persianas ya están detenidas, ¡arr!",pirate,0
blinds.stop_cover,Deteniendo las persianas por ti.,Las persianas están ya detenidas.,pirate,0
blinds.toggle,"Cambiando el estado de las persianas ahora, ¡arr!","El estado de las persianas está cambiado, ¡listo, grumete!",pirate,0
blinds.toggle,Cambiando el estado de las persianas por ti.,"¡Listo, el estado de las persianas ha sido cambiado, arr!",pirate,0
blinds.open_cover,"Levantando <device_name> ciega, ¡yarr!","¡<device_name> ciega levantada, yarr!",pirate,0
blinds.open_cover,"Abriendo <device_name> ahora, ¡arr!","<device_name> abierto, capitán.",pirate,0
blinds.toggle,¡Arr! Estoy cambiando las persianas por ti.,¡Arr! Las persianas ya están cambiadas por ti.,pirate,0
blinds.open_cover,"Raisin' <device_name> ahora, capitán","¡Listo! <device_name> ha sido raisado, capitán",pirate,0
blinds.stop_cover,"¡Deteniendo <device_name> ahora, grumete!","¡Posición congelada <device_name>, camarada!",pirate,0
blinds.open_cover,Raisin' <device_name> now.,"Aye, <device_name> be raised.",pirate,0
blinds.stop_cover,Deteniendo <device_name> ahora,He detenido <device_name>.,pirate,0
blinds.stop_cover,"Deteniendo la operación <device_name>, ¡en marcha, camarada!","Operación de <device_name> detenida, ¡listo, pirata!",pirate,0
blinds.close_cover,"Cerrando <device_name> ahora, ¡arr!","<device_name> está cerrado, ¡listo, camarada!",pirate,0
blinds.close_cover,"Bajando <device_name> ahora, camarada.","<device_name> ya está bajado, capitán.",pirate,0
blinds.close_cover,"Cerrando <device_name> ahora, yarr","¡<device_name> cerrada, yarr!",pirate,0
blinds.close_cover,"Bajando <device_name> ya, camarada.","<device_name> ya está bajado, ¡a la orden!",pirate,0
blinds.toggle,¡Arr! Cambiando el estado de <device_name> ahora.,¡Arr! El estado de <device_name> ha sido cambiado.,pirate,0
blinds.toggle,"Cambiando el estado de <device_name>, ¡a toda vela!",¡Aye! El estado de <device_name> ha sido cambiado.,pirate,0
blinds.toggle,"¡A la orden, alternando <device_name> ahora!","¡Listo, camarada! <device_name> ha sido alternado.",pirate,0
blinds.toggle,¡A la orden! Alternando <device_name>.,¡Hecho! <device_name> está alternado.,pirate,0
climate.set_humidity,"Yarrr, subiendo la humedad a <humidity>, ¡junto al mar!","Yarrr, la humedad ya está a <humidity>, ¡junto al mar!",pirate,0
climate.set_humidity,"¡Arrr, ajustando la humedad al porcentaje de <humidity>, como desees!","¡Arrr, la humedad ha quedado ajustada al <humidity>%!",pirate,0
climate.set_humidity,"¡Junto al casillero de Davy Jones, ajustando la humedad al % de humedad, en marcha!","¡Junto al casillero de Davy Jones, la humedad está ajustada al % de humedad!",pirate,0
climate.set_fan_mode,"¡Alzando el ventilador a la velocidad <fan_mode>, más rápido que un balandro, capitán!","¡Ventilador a la velocidad <fan_mode> listo, más rápido que un balandro!",pirate,0
climate.set_fan_mode,"¡Arr, poniendo el ventilador en <fan_mode>, firme mientras avanza!","¡Arr, el ventilador ya está en <fan_mode>, firme mientras avanza!",pirate,0
climate.set_fan_mode,"¡Tiembla mis maderas, cambiando el ventilador a la configuración <fan_mode>!","¡A la orden, el ventilador ya está en la configuración <fan_mode>!",pirate,0
climate.set_hvac_mode,"¡Caramba, poniendo el modo <hvac_mode> en marcha, a toda vela!","¡Caramba, el modo <hvac_mode> está ya activo, a toda vela!",pirate,0
climate.set_hvac_mode,"¡Por los poderes, cambiando HVAC al modo <hvac_mode> ahora!","¡Por los poderes, HVAC cambiado al modo <hvac_mode>!",pirate,0
climate.set_hvac_mode,"¡Arrr, iniciando la configuración del HVAC en <hvac_mode>, firme mientras avanza!","¡Arrr, el HVAC está configurado en <hvac_mode>, firme mientras avanza!",pirate,0
climate.set_temperature,"¡Arr, ajustando la temperatura a <temp_f> grados, tan cálida como el sol del Caribe!","¡Arr, temperatura ajustada a <temp_f> grados, tan cálida como el sol del Caribe!",pirate,0
climate.set_temperature,"Sí, estoy cambiando la temperatura a <temp_c> Celsius, ¡más fría que el azul profundo!","¡Listo! La temperatura está ahora en <temp_c> Celsius, más fría que el azul profundo.",pirate,0
climate.set_temperature,"Avast, ajustando la temperatura a <temp_f> grados Fahrenheit, ¡tan acogedor como la cabina de un barco!","Avast, la temperatura ha sido ajustada a <temp_f> grados Fahrenheit, ¡tan acogedor como la cabina de un barco!",pirate,0
climate.set_temperature,"¡Arr, ajustando la habitación a <temp_c> grados Celsius para que sientas brisas más frescas, tan refrescantes como la niebla del océano!","¡Arr, la habitación ya está a <temp_c> grados Celsius, tan fresca como la niebla del océano!",pirate,0
climate.set_temperature,"¡Arr, ajustando la habitación a <temp_f> grados Fahrenheit, como el grog caliente!","¡Hecho! La habitación está a <temp_f> grados Fahrenheit, caliente como el grog de un pirata!",pirate,0
climate.set_temperature,"¡Arr! Haciendo más cálido, ajustando la temperatura a <temp_f> grados, como una cala bañada por el sol.","¡A la orden! La temperatura ya está a <temp_f> grados, más cálido como una cala bañada por el sol.",pirate,0
climate.set_temperature,"¡Oye, subiendo la temperatura a <temp_f> grados Fahrenheit, más caliente que el botín de un pirata!","¡Temperatura elevada a <temp_f> grados Fahrenheit, más caliente que el botín de un pirata!",pirate,0
fan.turn_on,"¡Encendiendo el ventilador para ti, arr!","¡El ventilador está encendido, arr!",pirate,0
fan.turn_on,"¡A la orden, encendiendo el ventilador ahora!","¡Ventilador encendido, capitán!",pirate,0
fan.turn_on,"¡Arr, haré sonar el ventilador ahora!","¡Arr, el ventilador ya está sonando!",pirate,0
fan.turn_off,"Matando al fan ahora, como pediste, amigo.","Fan muerto, como pediste, amigo.",pirate,0
fan.turn_off,"Apagando el ventilador por ti, capitán.","El ventilador está apagado, ¡a la orden!",pirate,0
climate.set_temperature,"¡Arr, bajando la temperatura a <temp_c> Celsius, tan vivaz como el aire del mar de la mañana!","¡A la orden! La temperatura está en <temp_c> Celsius, tan vivaz como el aire del mar de la mañana.",pirate,0
fan.toggle,"Cambiando el estado del ventilador por ti, arrr.","¡Listo! El ventilador ya cambió de estado, arrr.",pirate,0
fan.turn_off,"¡Argh, apagando el ventilador!","¡Listo, el ventilador está apagado!",pirate,0
fan.toggle,"¡Alternando el ventilador ahora, por las estrellas!","¡Ventilador alternado, por las estrellas!",pirate,0
fan.increase_speed,"¡Ya estoy subiendo la velocidad del ventilador, rápido como el viento!","¡Velocidad del ventilador aumentada, rápido como el viento!",pirate,0
fan.toggle,"¡Argh, cambiando el estado del ventilador por ti, inteligente!","¡Argh, el ventilador ya está en el estado deseado, inteligente!",pirate,0
fan.increase_speed,"¡Acelerando el ventilador, agárrate fuerte!","¡Ventilador acelerado, listo para la tormenta!",pirate,0
fan.decrease_speed,"Reduciendo la velocidad del ventilador, tan fácil como un mar en calma.","Velocidad del ventilador reducida, tan fácil como un mar en calma.",pirate,0
fan.increase_speed,"Tan seguro como la marea, acelerando el ventilador ahora.","El ventilador ha sido acelerado, tan seguro como la marea.",pirate,0
fan.decrease_speed,"Reduciendo la velocidad del ventilador ahora, silencioso como las profundidades.","Velocidad del ventilador reducida, silencioso como las profundidades.",pirate,0
fan.decrease_speed,"¡Arr! Disminuyendo la velocidad del ventilador, ahora constante.",¡Listo! La velocidad del ventilador está ahora constante.,pirate,0
fan.toggle,"Cambiando el estado de <device_name> ahora, ¡por mi honor!","¡Estado de <device_name> cambiado según lo solicitado, por mi honor!",pirate,0
fan.toggle,"¡Volteando el estado <device_name> ahora, con un yo-ho-ho!","¡Estado de <device_name> volteado, con un yo-ho-ho!",pirate,0
fan.turn_on,"Activando <device_name> ahora, ¡zarpa!","¡<device_name> activado, ya está listo, capitán!",pirate,0
fan.toggle,"¡Activando <device_name> ahora, sin problemas!","¡<device_name> activado, sin problemas!",pirate,0
fan.turn_on,"¡Empezando <device_name> para ti, a toda velocidad!","¡<device_name> está encendido, a toda velocidad!",pirate,0
fan.turn_on,"¡Encendiendo <device_name>, por el código!","¡<device_name> está encendido, por el código!",pirate,0
fan.turn_on,"¡Arr, encendiendo <device_name>, enfrentemos la tormenta!","¡<device_name> está encendido, enfrentemos la tormenta!",pirate,0
fan.turn_on,"Encendiendo <device_name>, ¡que los vientos nos favorezcan!","¡<device_name> encendido, los vientos están a nuestro favor!",pirate,0
fan.turn_off,"Desactivando <device_name> ahora, silencioso como una cala escondida.","He desactivado <device_name>, silencioso como una cala escondida.",pirate,0
fan.turn_off,"Apagando <device_name>, no despertemos al kraken.","He apagado <device_name>, no despertamos al kraken.",pirate,0
fan.turn_off,"Deteniendo a <device_name> ahora, ¡todos!","He detenido a <device_name>, ¡todos!",pirate,0
fan.turn_off,"Deteniendo <device_name> ahora, tan silencioso como una tumba.","<device_name> detenido, tan silencioso como una tumba.",pirate,0
fan.decrease_speed,"Bajando la velocidad de <device_name> ahora, suave como una laguna.","Velocidad de <device_name> bajada, suave como una laguna.",pirate,0
fan.decrease_speed,"¡Arr! Reduciendo la velocidad de <device_name>, en curso, navegación tranquila.","¡Arr! Velocidad de <device_name> reducida, navegación tranquila.",pirate,0
fan.increase_speed,"Aumentando la velocidad de <device_name>, ¡capta el horizonte!","¡Velocidad de <device_name> aumentada, capta el horizonte!",pirate,0
fan.decrease_speed,"Ralentizando <device_name> para ti, ¡arr!","He ralentizado <device_name> para ti, ¡listo!",pirate,0
fan.increase_speed,"¡Aumentando la velocidad de <device_name> ahora, más rápido que un galeón que huye!","¡Velocidad de <device_name> aumentada, más rápido que un galeón que huye!",pirate,0
light.turn_on,"¡Encendiendo la luz ahora, arr!","¡La habitación está iluminada, arr!",pirate,0
fan.increase_speed,"¡Arr, estoy acelerando <device_name> para ti, dejemos atrás a la marina!","¡Listo! <device_name> acelerado, ¡dejemos atrás a la marina!",pirate,0
fan.increase_speed,"¡Arr, subiendo la velocidad de <device_name> para escapar de la tormenta!","¡Arr, la velocidad de <device_name> está aumentada, listos para escapar de la tormenta!",pirate,0
fan.decrease_speed,"Iniciando la reducción de velocidad de <device_name>, constante a medida que avanzamos.","¡Argh! Velocidad de <device_name> reducida, constante a medida que avanzamos.",pirate,0
light.turn_on,"¡Zarpando, encendiendo la luz ahora!","¡Luz encendida, trabajo completado!",pirate,0
light.turn_on,"¡A la orden, encendiendo las monedas ahora!",¡Listo! Las monedas están encendidas.,pirate,0
light.toggle,"¡Cambiando el estado de la luz ahora, por mi honor!","¡Estado de la luz cambiado, por mi honor!",pirate,0
light.toggle,"Cambiando el estado <device_name> ahora, con un yo‑ho‑ho!","¡Estado de <device_name> cambiado, con un yo‑ho‑ho!",pirate,0
light.toggle,"Cambiando la luz por ti, inteligente.","La luz ha sido cambiada, inteligente.",pirate,0
light.toggle,"¡Activando <device_name> ahora, camarada!","¡<device_name> está activado, listo para el abordaje!",pirate,0
light.toggle,"Alternando <device_name>, ¡en marcha, camarada!","¡<device_name> alternado, listo para la aventura!",pirate,0
light.turn_on,"¡Iniciando <device_name>, en el horizonte!","¡<device_name> encendido, capitán, en el horizonte!",pirate,0
light.turn_on,"¡A la orden, encendiendo <device_name> ahora, claro como el día!","¡Hecho! <device_name> está iluminado, claro como el día.",pirate,0
light.toggle,"Cambiando el estado de <device_name> ahora según lo ordenado, ¡arr!","Estado de <device_name> cambiado según lo ordenado, ¡arr!",pirate,0
light.turn_on,"¡Encendiendo <device_name> ahora, como la estrella del norte!","¡<device_name> encendido, como la estrella del norte!",pirate,0
light.turn_on,"¡Iluminando <device_name>, en marcha, tan brillante como la luna llena!","¡<device_name> iluminado, tan brillante como la luna llena!",pirate,0
light.turn_on,"Activando <device_name>, ¡que se haga la luz ya!","¡<device_name> activado, la luz está encendida!",pirate,0
light.turn_on,"Aumentando el brillo de <device_name> a <brightness>, ¡como un faro en la noche!","Brillo de <device_name> ajustado a <brightness>, ¡como un faro en la noche!",pirate,0
light.turn_on,"Bajando el brillo de <device_name> a <brightness>, en marcha, suave como la luz de la luna.","¡Brillo de <device_name> bajado a <brightness>, listo, suave como la luz de la luna!",pirate,0
light.turn_on,"Ajustando el nivel de brillo de <device_name> a <brightness>%, tan estable como la marea.","¡Argh! El brillo de <device_name> quedó en <brightness>%, tan estable como la marea.",pirate,0
light.turn_on,"Configurando <device_name> al <brightness>% de brillo, ¡en marcha, como un buque pirata!","¡Listo! <device_name> está al <brightness>% de brillo, tan brillante como el oro de un pirata.",pirate,0
light.turn_on,"¡Argh! Cambiando <device_name> <color>, como los colores del mar.","¡Argh! <device_name> ya está <color>, como los colores del mar.",pirate,0
light.turn_on,"¡Cambiando <device_name> a un tono <color> ahora, como la bandera ondeando en alta mar!","¡<device_name> cambiado a tono <color>, tan atrevido como la bandera de un pirata!",pirate,0
light.turn_on,"Baci Cambiando el color de <device_name> a <color>, ¡tan vibrante como el coral!","Baci He cambiado el color de <device_name> a <color>, ¡tan vibrante como el coral!",pirate,0
light.turn_on,"¡Arr! Configurando <device_name> para que sea <color>, tan majestuoso como la puesta de sol.","¡Listo, grumete! <device_name> ya está <color>, tan majestuoso como la puesta de sol.",pirate,0
light.turn_on,"Ya estoy cambiando <device_name> a un tono <color>, tan misterioso como lo profundo, ¡arr!","¡Aye! He cambiado <device_name> a un tono <color>, tan misterioso como lo profundo.",pirate,0
light.turn_on,"¡Argh! Encendiendo <device_name> para que brille en <color>, como joyas de un cofre del tesoro.","¡Argh! <device_name> ya brilla en <color>, como joyas de un cofre del tesoro.",pirate,0
light.turn_on,"Estableciendo <device_name> en un color <color>, brillante como el plumaje de un loro.","¡Arrr, ya está! <device_name> luce un color <color>, brillante como el plumaje de un loro.",pirate,0
light.turn_on,"Cambiando <device_name> a <color>, tan audaz como el coraje del pirata.","He cambiado <device_name> a <color>, tan audaz como el coraje del pirata.",pirate,0
light.turn_on,"¡Argh! Encendiendo <device_name> para que brille <color>, como el brillo de la antorcha de una isla.","¡Listo, camarada! <device_name> ahora brilla <color>, como el brillo de la antorcha de una isla.",pirate,0
light.turn_on,"Bás Estableciendo <device_name> en un <color>, tan rico como el botín de una redada, ¡ya a bordo!","Bás, <device_name> está en <color>, tan rico como el botín de una redada.",pirate,0
light.turn_on,"Cambiando <device_name> a <color>, como las mareas cambiantes.","¡Arr! <device_name> ya está en <color>, como las mareas cambiantes.",pirate,0
light.turn_on,"¡A la obra, cambiando el color de <device_name> a <color>, como el estandarte de un barco!","¡Listo! El color de <device_name> ahora es <color>, como el estandarte de un barco.",pirate,0
light.turn_on,"Ajustando <device_name> al color <color>, tan cautivador como el canto de una sirena, ¡arr!","¡Hecho! <device_name> al color <color>, tan cautivador como el canto de una sirena.",pirate,0
light.turn_on,"¡Arr, poniendo a <device_name> a brillar con una luz de <color> como la aurora boreal!","¡Aye, ya está! <device_name> muestra una luz de <color>, como la aurora boreal.",pirate,0
light.turn_on,"Configurando <device_name> en <color>, tan animado como la alegría de una taberna.","¡Hecho! <device_name> en <color>, tan animado como la alegría de una taberna.",pirate,0
light.turn_off,"Apagando <device_name> ahora, silencioso como un barco fantasma.","He apagado <device_name>, silencioso como un barco fantasma.",pirate,0
light.turn_on,"Estableciendo el color de <device_name> en <color>, como el fuego de un cañón.","¡Listo! El color de <device_name> quedó en <color>, tan llamativo como el fuego de un cañón.",pirate,0
light.turn_off,"Apagando <device_name>, como una linterna que se apaga, ¡arr!","He apagado <device_name>, como una linterna ya apagada, ¡listo!",pirate,0
light.turn_off,"Desactivando <device_name> como desees, oscuro como una noche sin luna.","¡Argh! <device_name> está desactivado, oscuro como una noche sin luna.",pirate,0
light.turn_off,"Apagando <device_name>, mantengámonos en las sombras.","¡Listo! <device_name> está apagado, mantengámonos en las sombras.",pirate,0
switch.turn_on,"Levantando el interruptor, ya en marcha, ¡arr!","Interruptor levantado, listo, ¡arr!",pirate,0
light.turn_off,"Desactivando <device_name>, tan silencioso como las profundidades.","¡Desactivado <device_name>, tan silencioso como las profundidades!",pirate,0
switch.turn_on,"¡Arr, iluminando la cubierta al presionar el interruptor!","¡Argh, la cubierta ya está iluminada!",pirate,0
switch.turn_on,"¡Apretando el interruptor ahora, poniendo velas para un viaje brillante!","¡Interruptor encendido, velas listas para un viaje brillante!",pirate,0
switch.turn_off,"Apagando las luces, como un bucanero sumiendo la cubierta en la noche.","Luces apagadas, tan oscuras como el abismo del océano.",pirate,0
switch.turn_off,"Cortando la energía ahora, como calmando los mares.","Energía cortada, como calmando los mares.",pirate,0
switch.toggle,"¡Girando el interruptor ahora, como buscar fortuna con un mapa!","¡Interruptor girado, fortuna encontrada con el mapa!",pirate,0
switch.turn_off,"¡A la orden, sumergiéndonos en la oscuridad, como el manto de la noche!","¡Listo, sumergiéndonos en la oscuridad, como el manto de la noche!",pirate,0
switch.toggle,"¡Activando el interruptor, como navegando a través de tormentas!","¡Interruptor activado, como navegando a través de tormentas!",pirate,0
switch.toggle,"¡Cambiando de rumbo con el interruptor, en marcha mientras el viento sopla!","¡Rumbo cambiado con el interruptor, el viento ya está en su sitio!",pirate,0
switch.toggle,"¡A la carga, volteando <device_name>, tan rápido como un vendaval!","¡Listo, <device_name> volteado, tan rápido como un vendaval!",pirate,0
switch.toggle,"¡Alternando <device_name> ahora, como izar el Jolly Roger!","¡He alternado <device_name>, como izar el Jolly Roger!",pirate,0
switch.toggle,"¡Argh! Cambiando <device_name>, como girar el timón.","¡Listo! <device_name> ha sido cambiado, como girar el timón.",pirate,0
switch.toggle,"¡Arr! Alternando <device_name> ahora, como un verdadero bucanero!","He alternado <device_name>, ¡como un verdadero bucanero!",pirate,0
switch.turn_on,"¡Encendiendo <device_name> ahora, como un faro en la noche!","¡<device_name> está encendido, como un faro en la noche!",pirate,0
switch.toggle,"¡Arr, haciendo malabarismos rápidos con <device_name>, como botín mientras corro!","¡Listo! Malabarismos rápidos con <device_name> completados, botín asegurado mientras corría.",pirate,0
switch.turn_on,"Activando <device_name>, ¡en marcha, capitán!","¡<device_name> activado, rumbo puesto!",pirate,0
switch.toggle,"Ajustando mareas cambiantes para <device_name>, como un timonel experto.","Mareas cambiantes para <device_name> completadas, como un timonel experto.",pirate,0
switch.turn_on,"¡A la orden, haciendo que <device_name> brille como un cofre del tesoro de oro!",¡Listo! <device_name> brilla como un cofre del tesoro de oro.,pirate,0
switch.turn_on,"Encendiendo <device_name> al instante, ¡arrancamos!","¡<device_name> está encendido, sin perder tiempo!",pirate,0
switch.turn_on,"Encendiendo <device_name> ya, como una linterna en la cofa del cuervo.","He iluminado <device_name>, como una linterna en la cofa del cuervo.",pirate,0
switch.turn_on,"Encendiendo <device_name>, como las estrellas que nos guían a casa.","¡<device_name> iluminado, como las estrellas que nos guían a casa!",pirate,0
switch.turn_on,"Encendiendo <device_name>, listo para lo que se avecina.","¡<device_name> encendido, listo para lo que se avecina!",pirate,0
switch.turn_off,"Apagando <device_name>, como una vela al amanecer.","¡He apagado <device_name>!, como una vela al amanecer.",pirate,0
switch.turn_off,"Apagando <device_name>, como el final de un viaje...","¡<device_name> apagado, como el final de un viaje!",pirate,0
switch.turn_off,"Vale, mojando a <device_name>, como el silencio antes de una tormenta.","Hecho, <device_name> está mojado, como el silencio después de la tormenta.",pirate,0
switch.turn_off,"Desactivando <device_name>, como enterrar un cofre de riquezas.","¡<device_name> desactivado, como enterrar un cofre de riquezas!",pirate,0
switch.turn_off,"Apagando <device_name>, como si le susurrara al viento.","He apagado <device_name>, como si le susurrara al viento.",pirate,0
switch.turn_off,"Apagando <device_name>, mientras fondeamos por la noche, ¡arr!","¡Listo! <device_name> apagado, mientras fondeamos por la noche.",pirate,0
fan.turn_on,"Beep-Boop, encendiendo el ventilador ahora.","Beep-Boop, el ventilador está encendido.",robot,0
fan.turn_on,"Beep-Boop, poniendo en marcha el ventilador ahora.","Beep-Boop, el ventilador ya está en marcha.",robot,0
switch.turn_off,"Apagando las luces de <device_name> ahora, como un barco fantasma que se desvanece en la niebla.","Luces de <device_name> apagadas, como un barco fantasma que se desvanece en la niebla.",pirate,0
fan.turn_on,"Beep-Boop, iniciando el ventilador ahora.","Beep-Boop, el ventilador está encendido.",robot,0
fan.turn_off,"Beep-Boop, apagando el ventilador según lo solicitado.","Beep-Boop, el ventilador está apagado.",robot,0
fan.turn_off,"Beep-Boop Apagando el ventilador por ti, bip boop.","Beep-Boop El ventilador está apagado, bip boop.",robot,0
fan.turn_off,"Beep-Boop, apagando el pitido del ventilador ahora.","Beep-Boop, el pitido del ventilador está apagado.",robot,0
fan.toggle,"Beep-Boop, cambiando el estado del ventilador ahora, boop.","Beep-Boop, el estado del ventilador ha sido cambiado, boop.",robot,0
fan.toggle,"Beep-Boop cambiando el estado del ventilador ahora, bip boop.","Beep-Boop el estado del ventilador se ha cambiado, bip boop.",robot,0
fan.toggle,"Beep-Boop Activando el ventilador ahora, bip boop.","Beep-Boop El ventilador está activado, bip boop.",robot,0
fan.increase_speed,"Beep-Boop Claro, ahora acelerando el ventilador.","Beep-Boop Listo, el ventilador está acelerado.",robot,0
fan.increase_speed,"Beep-Boop Aumentando la velocidad del ventilador para ti, bip boop.","Beep-Boop La velocidad del ventilador ha sido aumentada, bip boop.",robot,0
fan.increase_speed,"Beep-Boop, estoy aumentando la velocidad del ventilador ahora.","Beep-Boop, el ventilador ya está más rápido.",robot,0
fan.decrease_speed,"Beep-Boop reduciendo la velocidad del ventilador ahora, como lo solicitó.","Beep-Boop la velocidad del ventilador ha sido reducida, como lo solicitó.",robot,0
fan.decrease_speed,"Beep-Boop, disminuyendo la velocidad del ventilador, bip boop.","Beep-Boop, la velocidad del ventilador ha sido reducida, bip boop.",robot,0
fan.decrease_speed,"Beep-Boop, reduciendo la velocidad del ventilador por ti.","Beep-Boop, la velocidad del ventilador ha sido reducida.",robot,0
fan.toggle,"Beep-Boop cambiando el estado de <device_name> ahora, bip boop","Beep-Boop el estado de <device_name> ha sido cambiado, bip boop",robot,0
fan.toggle,"Beep-Boop Cambiando el estado de <device_name> según lo solicitado, pitido boop","Beep-Boop Estado de <device_name> cambiado según lo solicitado, pitido boop",robot,0
fan.turn_on,"Beep-Boop Activando <device_name> ahora, pitido boop","Beep-Boop <device_name> está activado, pitido boop",robot,0
fan.turn_on,"Beep-Boop iniciando <device_name> por usted, bip boop","Beep-Boop <device_name> está encendido, bip boop",robot,0
fan.toggle,"Beep-Boop, alternando <device_name> ahora, pitido boop","Beep-Boop, <device_name> alternado, pitido boop",robot,0
fan.turn_on,"Beep-Boop, iniciando <device_name>, suena un pitido.","Beep-Boop, <device_name> está encendido, pitido finalizado.",robot,0
fan.turn_on,"Beep-Boop Encendiendo <device_name>, pitido boop","Beep-Boop <device_name> encendido, pitido boop",robot,0
fan.turn_off,"Beep-Boop Desactivando <device_name> según lo solicitado, pitido boop","Beep-Boop <device_name> desactivado, pitido boop",robot,0
fan.turn_on,Beep-Boop Iniciando <device.turn_on,Beep-Boop <device.turn_on> está encendido,robot,0
fan.turn_off,"Beep-Boop Deteniendo <device_name> ahora, bip boop","Beep-Boop <device_name> detenido, bip boop",robot,0
fan.turn_off,"Beep-Boop. Apagando <device_name> ahora, pitido boop","Beep-Boop. <device_name> apagado, pitido boop",robot,0
fan.decrease_speed,"Beep-Boop reduciendo la velocidad de <device_name>, pitido boop","Beep-Boop la velocidad de <device_name> ha sido reducida, pitido boop",robot,0
fan.decrease_speed,"Beep-Boop Bajando la velocidad de <device_name> ahora, pitido boop","Beep-Boop Velocidad de <device_name> bajada según lo solicitado, pitido boop",robot,0
fan.decrease_speed,"Beep-Boop ralentizando <device_name> por ti, bip boop","Beep-Boop <device_name> ralentizado, bip boop",robot,0
fan.increase_speed,"Beep-Boop Aumentando la velocidad de <device_name>, pitido boop","Beep-Boop Velocidad de <device_name> aumentada, pitido boop",robot,0
fan.turn_off,Beep-Boop Deteniendo <device_name> ahora.,"Beep-Boop <device_name> detenido, suena un pitido.",robot,0
fan.increase_speed,"Beep-Boop Aumentando la velocidad de <device_name>, pitido boop","Beep-Boop Velocidad de <device_name> aumentada, pitido boop",robot,0
fan.increase_speed,"Beep-Boop Acelerando <device_name> para ti, bip boop","Beep-Boop <device_name> ha sido acelerado, bip boop",robot,0
fan.increase_speed,"Beep-Boop Aumentando la velocidad de <device_name> ahora, bip boop","Beep-Boop La velocidad de <device_name> ha sido aumentada, bip boop",robot,0
fan.decrease_speed,"Beep-Boop Iniciando la reducción de velocidad de <device_name>, pitido boop","Beep-Boop Velocidad de <device_name> reducida, pitido boop",robot,0
blinds.open_cover,"Beep-Boop, claro, abriendo las persianas ahora.","Beep-Boop, las persianas están abiertas.",robot,0
blinds.open_cover,"Beep-Boop, abriendo las persianas ahora.","Beep-Boop, las persianas están abiertas.",robot,0
blinds.open_cover,"Beep-Boop, iniciando la apertura de las persianas, bip boop.","Beep-Boop, las persianas ya están abiertas, bip boop.",robot,0
blinds.close_cover,"Beep-Boop Cerrando las persianas ahora, bip boop.","Beep-Boop Las persianas están cerradas, bip boop.",robot,0
blinds.close_cover,"Beep-Boop, claro, cerrando las persianas ahora.","Beep-Boop, persianas cerradas.",robot,0
blinds.close_cover,Beep-Boop cerrando las persianas.,Beep-Boop las persianas ya están cerradas.,robot,0
blinds.stop_cover,"Beep-Boop cerrando las persianas por ti, bip boop.","Beep-Boop las persianas están cerradas, bip boop.",robot,0
blinds.stop_cover,"Beep-Boop Deteniendo las persianas ahora, bip boop.","Beep-Boop Las persianas están detenidas, bip boop.",robot,0
blinds.toggle,"Beep-Boop cambiando las persianas ahora, bip boop.","Beep-Boop las persianas ya están cambiadas, bip boop.",robot,0
blinds.stop_cover,"Beep-Boop, deteniendo el movimiento de las persianas ahora.","Beep-Boop, el movimiento de las persianas ha sido detenido.",robot,0
blinds.toggle,"Beep-Boop cambiando el estado de las persianas ahora, bip boop.","Beep-Boop el estado de las persianas se ha cambiado, bip boop.",robot,0
blinds.toggle,"Beep-Boop Cambiando el estado de las persianas ahora, bip boop.","Beep-Boop El estado de las persianas ha sido cambiado, bip boop.",robot,0
blinds.open_cover,"Beep-Boop Levantando las persianas <device_name> según lo solicitado, bip boop","Beep-Boop Las persianas <device_name> están levantadas, bip boop",robot,0
blinds.open_cover,"Beep-Boop Abriendo <device_name> ahora, pitido boop","Beep-Boop He abierto <device_name>, pitido boop",robot,0
blinds.open_cover,"Beep-Boop levantando <device_name> por usted, bip boop","Beep-Boop <device_name> levantado, bip boop",robot,0
blinds.stop_cover,"Beep-Boop Congelando la posición <device_name>, pitido boop","Beep-Boop Posición <device_name> congelada, pitido boop",robot,0
blinds.stop_cover,"Beep-Boop Deteniendo <device_name> ahora, pitido boop","Beep-Boop <device_name> detenido, pitido boop",robot,0
blinds.close_cover,"Beep-Boop, cerrando <device_name> por usted.","Beep-Boop, he cerrado <device_name> por usted.",robot,0
blinds.open_cover,Beep-Boop Levantando <device_name> ahora.,Beep-Boop <device_name> levantado.,robot,0
