service,response_starting,response_confirmed,persona,short
garage_door.stop_cover,J'arrête <device_name>.,<device_name> est arrêté.,assistant,1
light.toggle,Je retourne <device_name>.,Le <device_name> a été retourné.,assistant,1
light.turn_off,Je désactive <device_name>.,<device_name> est désactivé.,assistant,1
light.turn_off,désactivation de <device_name> en cours,<device_name> désactivé,assistant,1
light.turn_off,abaisser <device_name> en cours,<device_name> est maintenant abaissé,assistant,1
light.turn_on,Allumage de <device_name> en cours.,<device_name> est maintenant allumé.,assistant,1
light.turn_off,J'éteins <device_name>.,<device_name> est maintenant éteint.,assistant,1
light.turn_on,activation de <device_name> en cours,activation de <device_name> terminée,assistant,1
light.turn_on,Allumage de <device_name> en cours.,Le <device_name> est allumé.,assistant,1
light.turn_on,J'allume les deux <device_name>.,Les deux <device_name> sont allumés.,assistant,1
lock.lock,Je sécurise <device_name>.,<device_name> est maintenant sécurisé.,assistant,1
lock.lock,verrouillage de <device_name> en cours,verrouillage de <device_name> effectué,assistant,1
lock.unlock,déverrouillage de <device_name> en cours,déverrouillage de <device_name> effectué,assistant,1
blinds.open_cover,"J'ouvre les stores pour toi, à l'abordage !","Les stores sont ouverts, capitaine.",pirate,0
blinds.open_cover,"Aye, j'ouvre les stores tout de suite.","Les stores sont maintenant ouverts, matelot.",pirate,0
lock.unlock,non-sécurisation de <device_name> en cours.,non-sécurisation de <device_name> terminée.,assistant,1
blinds.open_cover,"Oui, j'ouvre les stores maintenant, moussaillon.","Les stores sont ouverts, cap'tain.",pirate,0
blinds.close_cover,"Je ferme les stores comme vous l'avez demandé, matelot.","Les stores sont fermés, comme vous l'avez demandé.",pirate,0
blinds.close_cover,"Je suis en train de fermer les stores pour vous, matelot.","Les stores sont maintenant fermés, capitaine.",pirate,0
blinds.close_cover,"Aye, je suis en train de fermer les stores.",Les stores sont maintenant fermés.,pirate,0
blinds.stop_cover,"Aye, j'arrête le mouvement des stores maintenant.","Le mouvement des stores est arrêté, matelot.",pirate,0
blinds.stop_cover,"J'arrête les stores tout de suite, capitaine.","Les stores sont arrêtés, capitaine.",pirate,0
blinds.stop_cover,J'arrête les stores pour vous.,Les stores sont maintenant arrêtés.,pirate,0
blinds.toggle,"Je bascule les stores tout de suite, moussaillon.","Les stores sont maintenant basculés, capitaine.",pirate,0
blinds.toggle,"J'ouvre les stores pour vous, moussaillon.","Les stores sont ouverts, capitaine.",pirate,0
blinds.toggle,"Je change l'état des stores, matelot.","L'état des stores a été changé, capitaine.",pirate,0
blinds.open_cover,"Liftin' <device_name> aveugle yarr, workin' on it.","Lifted <device_name> aveugle, yarr.",pirate,0
blinds.open_cover,"Raisin' <device_name> maintenant, matelot !","Raisin' <device_name>, c'est fait !",pirate,0
blinds.open_cover,J'ouvre <device_name> tout de suite,<device_name> est maintenant ouvert,pirate,0
blinds.stop_cover,Je gèle la position de <device_name> maintenant.,La position de <device_name> est gelée.,pirate,0
blinds.stop_cover,J'arrête l'opération <device_name> maintenant.,L'opération <device_name> est arrêtée.,pirate,0
blinds.stop_cover,"J'arrête <device_name> tout de suite, matelot.","Le <device_name> est arrêté, cap sur le repos.",pirate,0
blinds.open_cover,"Augmenter <device_name>, je m'y mets tout de suite, matelot !","Le <device_name> est maintenant augmenté, capitaine.",pirate,0
blinds.close_cover,Je m'occupe de fermer <device_name> pour vous,J'ai fermé <device_name> pour vous,pirate,0
blinds.close_cover,Baisser <device_name> en cours.,<device_name> a été baissé.,pirate,0
blinds.close_cover,J'abaisse <device_name>.,<device_name> est maintenant abaissé.,pirate,0
blinds.close_cover,"En train d'arrêter <device_name>, yarr","Arrêt de <device_name> effectué, yarr",pirate,0
blinds.toggle,"Je change l'état de <device_name>, yarr","L'état de <device_name> a bien été changé, yarr",pirate,0
blinds.toggle,"Arrr, je retourne l'état <device_name> maintenant.","L'état de <device_name> a été retourné, cap'tain.",pirate,0
blinds.toggle,"Arrr, je bascule <device_name> tout de suite.","Arrr, <device_name> est bien basculé.",pirate,0
blinds.toggle,"J'active <device_name> pour vous, matelot.","<device_name> est maintenant activé, capitaine.",pirate,0
climate.set_humidity,"Yarrr, je mets le cap pour augmenter l'humidité jusqu'à <humidity>, au bord de la mer !","Yarrr, l'humidité est désormais à <humidity>, au bord de la mer !",pirate,0
climate.set_fan_mode,"J'hisse le ventilateur à la vitesse <fan_mode>, plus rapide qu'un sloop !","Le ventilateur est hissé à la vitesse <fan_mode>, plus rapide qu'un sloop !",pirate,0
climate.set_fan_mode,"Arr, je mets le ventilateur en <fan_mode>, en cours d'exécution !","Arr, le ventilateur est maintenant en <fan_mode>, tout en restant stable !",pirate,0
climate.set_humidity,"Près du casier de Davy Jones, je suis en train d'ajuster l'humidité à <humidity>% !","Près du casier de Davy Jones, l'humidité est maintenant réglée à <humidity>% !",pirate,0
climate.set_fan_mode,"Je fais frissonner les bois, je règle le ventilateur sur <fan_mode> !","Les bois frissonnent, le ventilateur est maintenant en réglage <fan_mode> !",pirate,0
climate.set_humidity,"Arrr, je règle l'humidité sur <humidity> pour cent, comme vous le souhaitez, en cours !","Arrr, l'humidité est réglée sur <humidity> pour cent, comme vous le souhaitiez !",pirate,0
climate.set_hvac_mode,"Bon sang, je m’apprête à passer en mode <hvac_mode>, toutes voiles dehors !","Bon sang, le mode <hvac_mode> est activé, toutes voiles dehors !",pirate,0
climate.set_hvac_mode,"Arrr, je règle le CVC sur <hvac_mode> en ce moment, stable au fur et à mesure !","Arrr, le CVC est maintenant réglé sur <hvac_mode>, stable au fur et à mesure !",pirate,0
climate.set_temperature,"Arr, je règle la température à <temp_f> degrés, aussi chaud que le soleil des Caraïbes !","Arr, la température est réglée à <temp_f> degrés, aussi chaud que le soleil des Caraïbes !",pirate,0
climate.set_temperature,"Yarrr, je règle la température en <temp_c> Celsius, plus frais que le bleu profond !","Yarrr, la température est réglée à <temp_c> Celsius, plus frais que le bleu profond !",pirate,0
climate.set_hvac_mode,"Par les puissances, je lance le CVC en mode <hvac_mode> !","Par les puissances, le CVC est maintenant en mode <hvac_mode> !",pirate,0
climate.set_temperature,"Avast, ajustant la température à <temp_f> degrés Fahrenheit, en plein vent !","Avast, la température est réglée à <temp_f> degrés Fahrenheit, aussi confortable qu'une cabine de navire !",pirate,0
climate.set_temperature,"Heave ho, je règle la pièce à <temp_f> degrés Fahrenheit, chaud comme le grog d'un pirate !","Heave ho, la pièce est réglée à <temp_f> degrés Fahrenheit, chaud comme le grog d'un pirate !",pirate,0
climate.set_temperature,"Arr, je règle la pièce à <temp_c> degrés Celsius, les brises fraîches arrivent.","Arr, la pièce est réglée à <temp_c> degrés Celsius, les brises fraîches sont là comme une brume océanique !",pirate,0
climate.set_temperature,"Yo ho, je règle la température à <temp_f> degrés Fahrenheit, préparez-vous à la chaleur du raid !","Yo ho, la température est montée à <temp_f> degrés Fahrenheit, plus chaud que le pillage d'un pirate !",pirate,0
climate.set_temperature,"À l'abordage, je règle la température à <temp_f> degrés, comme une crique baignée de soleil !","C'est fait, la température est à <temp_f> degrés, comme une crique baignée de soleil !",pirate,0
fan.turn_on,"J'allume le ventilateur pour vous, arr !","Le ventilateur est allumé, arr !",pirate,0
climate.set_temperature,"Soufflez‑moi, je baisse la température à <temp_c> Celsius, aussi vif que l'air marin du matin !","Soufflez‑moi, température baissée à <temp_c> Celsius, aussi vif que l'air marin du matin !",pirate,0
fan.turn_on,"Yar, j'allume le ventilateur tout de suite !","Yar, le ventilateur est maintenant en marche !",pirate,0
fan.turn_on,"Oui, je mets le ventilateur en marche pour toi, moussaillon.","Le ventilateur souffle, capitaine.",pirate,0
fan.turn_off,"Je suis en train de tuer le fan comme tu l'as demandé, mon pote.","Le fan est bien tué, comme tu l'avais demandé, mon pote.",pirate,0
fan.turn_off,"Je coupe le ventilateur pour vous, matelot.","Le ventilateur est éteint, capitaine.",pirate,0
fan.turn_off,"Oui, j'éteins le ventilateur tout de suite.",Le ventilateur est maintenant éteint.,pirate,0
fan.toggle,"Basculement du ventilateur en cours, par les étoiles !","Le ventilateur est basculé, par les étoiles !",pirate,0
fan.toggle,"J'inverse l'état du fan pour vous, matelot.","Le fan a bien été inversé, matelot.",pirate,0
fan.toggle,"Je change l'état du ventilateur pour vous, arrr.","L'état du ventilateur a bien été changé, capitaine.",pirate,0
fan.increase_speed,"Bien sûr, comme la marée, je mets le ventilateur à plein régime.","Le ventilateur a bien été accéléré, moussaillon.",pirate,0
fan.increase_speed,"J'accélère le ventilateur, tenez bon !","Ventilateur accéléré, cap sur la brise !",pirate,0
fan.increase_speed,"J'augmente la vitesse du ventilateur pour vous, rapide comme le vent !","La vitesse du ventilateur est maintenant augmentée, rapide comme le vent !",pirate,0
fan.decrease_speed,"Je diminue la vitesse du ventilateur, moussaillon, en route vers le silence des profondeurs.","Vitesse du ventilateur réduite, aussi silencieux que les profondeurs, capitaine.",pirate,0
fan.decrease_speed,"Aye, je commence à diminuer la vitesse du ventilateur, maintenant.","La vitesse du ventilateur a été diminuée, capitaine.",pirate,0
fan.decrease_speed,"Je suis en train de ralentir le ventilateur pour vous, aussi facilement qu'une mer calme.","Le ventilateur a été ralenti, aussi facilement qu'une mer calme.",pirate,0
fan.toggle,"Je change l'état de <device_name> comme demandé, à l'abordage !","L'état de <device_name> a été changé, sur mon honneur !",pirate,0
fan.toggle,"Je retourne l'état <device_name> pour vous, avec un yo-ho-ho !","L'état de <device_name> est retourné, avec un yo-ho-ho !",pirate,0
fan.turn_on,"J'active <device_name> maintenant, mettez les voiles !","<device_name> activé, les voiles sont levés !",pirate,0
fan.turn_on,"Bien sûr, je démarre <device_name>, bravons la rafale !","C'est fait, <device_name> est en marche, bravons la rafale !",pirate,0
fan.turn_on,"Démarrage de <device_name>, à toute vitesse !","<device_name> est lancé, à toute vitesse !",pirate,0
fan.toggle,"Bascule <device_name> en cours, sans problème !","Le <device_name> est bien basculé, sans problème !",pirate,0
fan.turn_on,J'allume <device_name> et je laisse les vents nous favoriser !,J'ai allumé <device_name> et les vents nous favorisent !,pirate,0
fan.turn_off,"Je désactive <device_name> maintenant, silencieux comme une crique cachée.","<device_name> désactivé, silencieux comme une crique cachée.",pirate,0
fan.turn_on,"Démarrage de <device_name>, par le code !","Le <device_name> a bien démarré, par le code !",pirate,0
fan.turn_off,"J'arrête <device_name> pour vous, aussi silencieux que la tombe.","<device_name> est maintenant arrêté, aussi silencieux que la tombe.",pirate,0
fan.turn_off,"Arrêt de <device_name> en cours, matelot !","Le <device_name> est arrêté, capitaine !",pirate,0
fan.decrease_speed,"Réduction de la vitesse de <device_name> en cours, navigation fluide.","Vitesse de <device_name> réduite, navigation fluide.",pirate,0
fan.turn_off,"En désactivant <device_name>, je veille à ne pas réveiller le kraken.","Le <device_name> est désactivé, le kraken n'est pas réveillé.",pirate,0
fan.decrease_speed,"Je réduis la vitesse de <device_name>, douce comme un lagon.","Vitesse de <device_name> réduite, douce comme un lagon.",pirate,0
fan.increase_speed,"J'augmente la vitesse de <device_name> maintenant, plus vite qu'un galion en fuite !","La vitesse de <device_name> a été augmentée, plus vite qu'un galion en fuite !",pirate,0
fan.decrease_speed,"Je ralentis <device_name> pour vous, c'est en cours.","Le <device_name> a été ralenti, capitaine.",pirate,0
fan.increase_speed,"J'augmente la vitesse de <device_name>, attrapez l'horizon !","La vitesse de <device_name> est maintenant augmentée, attrapez l'horizon !",pirate,0
fan.increase_speed,"J'accélère <device_name> pour vous, on dépasse la marine !","Le <device_name> est bien accéléré, marine dépassée !",pirate,0
light.turn_on,"J'illumine la pièce pour vous, arr !","La pièce est illuminée, arr !",pirate,0
fan.increase_speed,J'augmente la vitesse de <device_name> pour échapper à la tempête !,"Vitesse de <device_name> augmentée, on échappe à la tempête !",pirate,0
light.turn_on,"Oui, j’allume les quartiers tout de suite.","Les quartiers sont maintenant allumés, moussaillon.",pirate,0
light.turn_off,"J'éteins les lumières tout de suite, mon pote.","Les lumières sont éteintes, mon pote.",pirate,0
light.turn_on,"Je hisse les voiles, la lumière s’allume en ce moment !","Les voiles sont hissées, la lumière est allumée.",pirate,0
fan.decrease_speed,"Yo ho, réduction de la vitesse de <device_name> en cours, constante au fur et à mesure.","Yo ho, vitesse de <device_name> réduite, constante au fur et à mesure.",pirate,0
light.turn_off,"Aye, j'éteins la lumière tout de suite.","La lumière est éteinte, moussaillon.",pirate,0
light.turn_off,"J'éteins la lumière pour toi, moussaillon.","La lumière est bien éteinte, capitaine.",pirate,0
light.toggle,"Je retourne la lumière pour vous, près des étoiles !","La lumière est retournée pour vous, près des étoiles !",pirate,0
light.toggle,"J'allume la lumière pour vous, averti ?","La lumière est allumée, averti !",pirate,0
light.toggle,"Je bascule la lumière, sur mon honneur !","La lumière est maintenant basculée, sur mon honneur !",pirate,0
light.toggle,"Je renverse l'état de <device_name>, yo-ho-ho !","L'état de <device_name> a été renversé, yo-ho-ho !",pirate,0
light.toggle,"En train de changer l'état de <device_name>, arr !","L'état de <device_name> a été changé, arr !",pirate,0
light.toggle,"Je commence à basculer <device_name>, prêt pour l'aventure !","Basculement de <device_name> terminé, l'aventure peut commencer !",pirate,0
light.toggle,"Je bascule <device_name> pour vous, en cours !","Basculement de <device_name> terminé, sans problème !",pirate,0
light.turn_on,"Démarrage <device_name>, en avant !","Le <device_name> est allumé, capitaine !",pirate,0
light.turn_on,"Aye, j’allume <device_name> maintenant, clair comme le jour !","Aye, <device_name> est illuminé, clair comme le jour !",pirate,0
light.turn_on,"En train d'allumer <device_name> pour vous, comme l'étoile du nord !","Voilà, <device_name> est allumé, comme l'étoile du nord !",pirate,0
light.turn_on,"J’allume <device_name>, bientôt aussi brillant que la pleine lune !","Voilà, <device_name> est illuminé, aussi brillant que la pleine lune !",pirate,0
light.turn_on,"En activant <device_name>, que la lumière s’allume bientôt !","En activant <device_name>, la lumière est allumée !",pirate,0
light.turn_on,"J'illumine <device_name> à <brightness>% comme le soleil du matin, moussaillon !","Voilà, <device_name> est illuminé à <brightness>% comme le soleil du matin !",pirate,0
light.turn_on,"Je règle la luminosité de <device_name> sur <brightness> %, aussi clair que la mer !","Luminosité de <device_name> réglée sur <brightness> %, aussi clair que la mer !",pirate,0
light.turn_on,"Je règle la luminosité de <device_name> à <brightness>, comme le guide le phare.","C’est fait ! La luminosité de <device_name> est à <brightness>, comme le guide le phare.",pirate,0
light.turn_on,"J'augmente la luminosité de <device_name> à <brightness>, comme une balise dans la nuit !","La luminosité de <device_name> est réglée à <brightness>, comme une balise dans la nuit !",pirate,0
light.turn_on,"Arr, je réduis la luminosité de <device_name> à <brightness>, douce comme le clair de lune.","Arr, la luminosité de <device_name> est réglée à <brightness>, douce comme le clair de lune.",pirate,0
light.turn_on,"Arrr, je réduis <device_name> à <brightness> % de luminosité, comme au crépuscule.","Arrr, <device_name> est maintenant à <brightness> % de luminosité, comme au crépuscule.",pirate,0
light.turn_on,"Je règle <device_name> sur <brightness> % de luminosité, aussi brillant que l'or d'un pirate !","C'est fait, <device_name> est réglé à <brightness> % de luminosité, aussi brillant que l'or d'un pirate !",pirate,0
light.turn_on,"Turnin' <device_name> <color> maintenant, comme les couleurs de la mer.","Le <device_name> est allumé en <color>, comme les couleurs de la mer.",pirate,0
light.turn_on,"Arrr, je règle le niveau de luminosité de <device_name> sur <brightness>%, stable comme la marée.","Arrr, le niveau de luminosité de <device_name> est maintenant réglé sur <brightness>%, aussi stable que la marée.",pirate,0
light.turn_on,"Arrr, je change la couleur de <device_name> en <color>, aussi vibrante que du corail !","Arrr, la couleur de <device_name> est maintenant <color>, aussi vibrante que du corail !",pirate,0
light.turn_on,"Changement de <device_name> en teinte <color> en cours, audacieux comme le drapeau d'un pirate !","Le <device_name> est maintenant en teinte <color>, digne du drapeau d'un pirate !",pirate,0
light.turn_on,"Arr, je règle <device_name> sur <color>, aussi majestueux que le coucher du soleil.","Arr, <device_name> est maintenant sur <color>, aussi majestueux que le coucher du soleil.",pirate,0
light.turn_on,"Je mets <device_name> en route pour une teinte <color>, aussi mystérieuse que les profondeurs.","Le cap est atteint : <device_name> est maintenant en teinte <color>, aussi mystérieuse que les profondeurs.",pirate,0
light.turn_on,"Arr, je fais briller <device_name> en <color>, comme les bijoux d'un coffre au trésor, en cours.","Arr, <device_name> brille en <color>, comme les bijoux d'un coffre au trésor.",pirate,0
light.turn_on,"Je règle <device_name> sur une <color>, aussi riche que le butin d'un raid.","Arrr, <device_name> est maintenant sur une <color>, aussi riche que le butin d'un raid.",pirate,0
light.turn_on,"Je règle <device_name> sur une couleur <color>, brillante comme le plumage d'un perroquet, matelot.","<device_name> est maintenant réglé sur une couleur <color>, brillante comme le plumage d'un perroquet. Mission accomplie, capitaine !",pirate,0
light.turn_on,"Je transforme <device_name> en <color>, le vent du pirate souffle déjà.","Le <device_name> est maintenant en <color>, aussi audacieux que le courage du pirate.",pirate,0
light.turn_on,"Arrr, je fais briller <device_name> <color>, comme la lueur d'une torche insulaire.","Aye, <device_name> brille <color>, comme la lueur d'une torche insulaire.",pirate,0
light.turn_on,"Je change <device_name> en <color>, comme les marées changeantes.","C'est fait, <device_name> est maintenant en <color>, comme les marées changeantes.",pirate,0
light.turn_on,"J'ajuste <device_name> à la couleur <color>, tel un chant de sirène qui s'élève.","Voilà, <device_name> est maintenant à la couleur <color>, aussi captivante qu'un chant de sirène.",pirate,0
light.turn_on,"Je change la couleur <device_name> en <color>, comme la bannière d'un navire.","La couleur de <device_name> est maintenant <color>, comme la bannière d'un navire.",pirate,0
light.turn_on,"Je règle <device_name> sur <color>, comme le vent qui souffle dans la taverne.","C'est fait ! <device_name> est maintenant sur <color>, aussi animé que la joie d'une taverne.",pirate,0
light.turn_on,"Je mets le cap, <device_name> va afficher une lumière <color> comme les aurores boréales.","Capitaine, <device_name> affiche maintenant une lumière <color>, tel les aurores boréales.",pirate,0
light.turn_on,"Je règle la couleur de <device_name> sur <color>, ça va être aussi frappant qu'un tir de canon.","Couleur de <device_name> mise sur <color>, aussi frappante qu'un tir de canon.",pirate,0
light.turn_off,"Je désactive <device_name>, en route vers l'ombre.","Le <device_name> est désactivé, l'ombre nous garde.",pirate,0
light.turn_off,"Je désactive <device_name> immédiatement, dans l'obscurité comme une nuit sans lune.","J'ai désactivé <device_name>, l'obscurité règne comme une nuit sans lune.",pirate,0
light.turn_off,"J'éteins <device_name> maintenant, silencieux comme un vaisseau fantôme.","Le <device_name> est éteint, silencieux comme un vaisseau fantôme.",pirate,0
light.turn_off,"Oui, j'éteins <device_name> maintenant, comme si j'éteignais une lanterne.","Voilà, <device_name> est éteint, comme si j'éteignais une lanterne.",pirate,0
switch.turn_on,"Je hisse l'interrupteur, j'embarque l'action, arr !","L'interrupteur est hissé, mission accomplie, arr !",pirate,0
switch.turn_on,J'actionne l'interrupteur et hissons les voiles pour un voyage lumineux !,"L'interrupteur est actionné, les voiles sont hissés pour un voyage lumineux !",pirate,0
switch.turn_on,"Oui, j'allume le pont en appuyant simplement sur l'interrupteur, ça démarre !","Le pont est allumé, j'ai simplement appuyé sur l'interrupteur !",pirate,0
light.turn_off,"Désactivation de <device_name> en cours, aussi silencieux que les profondeurs.","Le <device_name> est désactivé, aussi silencieux que les profondeurs.",pirate,0
switch.turn_off,"Je coupe le courant, comme pour calmer les mers.","Le courant est coupé, comme pour calmer les mers.",pirate,0
switch.turn_off,"J'éteins les lumières, rendant les choses sombres comme les abysses de l'océan.","Les lumières sont éteintes, les choses sont sombres comme les abysses de l'océan.",pirate,0
switch.toggle,"Je change de cap avec le commutateur, le vent tourne déjà !","Cap changé, le commutateur a basculé, le vent tourne maintenant !",pirate,0
switch.toggle,"Action en cours de l'interrupteur, comme si vous cherchiez fortune avec une carte !","Interrupteur actionné, comme si vous cherchiez fortune avec une carte !",pirate,0
switch.turn_off,"En train d'assombrir les lieux, comme la couverture de la nuit.","C'est fait, les ténèbres sont là, comme la couverture de la nuit.",pirate,0
switch.toggle,"Je bascule l'interrupteur, tel un navire défiant les tempêtes !","L'interrupteur est basculé, comme un pavillon levé dans la bourrasque !",pirate,0
switch.toggle,"Je bascule <device_name> maintenant, comme on hisse le Jolly Roger !","<device_name> est basculé, le Jolly Roger est hissé !",pirate,0
switch.toggle,"Je bascule <device_name> maintenant, comme un vrai boucanier !","Le basculement de <device_name> est terminé, comme un vrai boucanier !",pirate,0
switch.toggle,"Oui, je retourne <device_name> à toute voile, tel un vent violent !","Oui, <device_name> est retourné, aussi rapide qu'un vent violent !",pirate,0
switch.toggle,"En cours de changement de <device_name>, comme si vous tourniez la barre.","Changement de <device_name> effectué, comme si vous aviez tourné la barre.",pirate,0
switch.toggle,"Marées changeantes pour <device_name>, en cours, tel un timonier qui hisse les voiles.","Marées changeantes pour <device_name>, tel un timonier expérimenté, effectuées.",pirate,0
switch.toggle,"Je jongle rapidement avec <device_name>, comme un butin en fuite !","Jonglage terminé avec <device_name>, butin en poche !",pirate,0
switch.turn_on,"J'éclaire <device_name>, comme une lanterne dans un nid de pie.","Voilà, <device_name> est éclairé, comme une lanterne dans un nid de pie.",pirate,0
switch.turn_on,"Allumant <device_name>, comme un phare dans la nuit !","Le <device_name> est allumé, comme un phare dans la nuit !",pirate,0
switch.turn_on,"J'active <device_name>, fixez le cap !","Le <device_name> est activé, cap fixé !",pirate,0
switch.turn_on,"J'embrase <device_name> maintenant, comme un coffre au trésor rempli d’or !","Oui, <device_name> est embrasé, comme un coffre au trésor rempli d’or !",pirate,0
switch.turn_on,"J'illumine <device_name> maintenant, comme les étoiles qui nous guident vers la maison.","<device_name> est illuminé, comme les étoiles qui nous guident vers la maison.",pirate,0
switch.turn_on,"J’allume <device_name> tout de suite, sans traîner !","Le <device_name> est allumé, capitaine !",pirate,0
switch.turn_on,"Mettre le feu à <device_name>, j’y vais, à l'abordage !","Le feu est allumé sur <device_name>, prêt à affronter tout ce qui nous attend.",pirate,0
switch.turn_off,"J'éteins <device_name>, comme une bougie à l'aube.","<device_name> est éteint, comme une bougie à l'aube.",pirate,0
switch.turn_off,"J'éteins <device_name>, comme la fin d'un voyage.","Extinction de <device_name> terminée, comme la fin d'un voyage.",pirate,0
switch.turn_off,"Désactivation de <device_name> en cours, comme enterrer un coffre rempli de richesses.","<device_name> désactivé, comme enterrer un coffre rempli de richesses.",pirate,0
switch.turn_off,"Oui, j'éteins <device_name> maintenant, comme si je chuchotais au vent.","Oui, <device_name> est éteint, comme si je chuchotais au vent.",pirate,0
switch.turn_off,J'éteins <device_name> pendant que nous ancrons pour la nuit.,"<device_name> est éteint, nous ancrons pour la nuit.",pirate,0
switch.turn_off,"J'éteins les lumières de <device_name>, tel un vaisseau fantôme qui se dissipe dans le brouillard.","Les lumières de <device_name> sont éteintes, comme un vaisseau fantôme disparu dans le brouillard.",pirate,0
fan.turn_on,"Beep-Boop, j'allume le ventilateur pour toi.","Beep-Boop, le ventilateur est allumé.",robot,0
switch.turn_off,"D'accord, j'éteins <device_name>, comme le calme avant une tempête.","D'accord, <device_name> est éteint, comme le calme avant une tempête.",pirate,0
fan.turn_on,"Beep-Boop, je mets le ventilateur en marche pour toi, boop.","Beep-Boop, le ventilateur est maintenant en marche, boop.",robot,0
fan.turn_on,"Beep-Boop, bien sûr, j'allume le ventilateur maintenant.","Beep-Boop, le ventilateur est maintenant allumé.",robot,0
fan.turn_off,"Beep-Boop, j'éteins le ventilateur pour toi.","Beep-Boop, le ventilateur est éteint.",robot,0
fan.toggle,"Beep-Boop, je commence à changer l'état du ventilateur pour toi, boop.","Beep-Boop, le ventilateur a été changé, boop.",robot,0
fan.turn_off,"Beep-Boop, j'éteins le bip-boop du ventilateur.","Beep-Boop, le bip-boop du ventilateur est éteint.",robot,0
fan.turn_off,"Beep-Boop, j'éteins le ventilateur comme demandé.","Beep-Boop, le ventilateur a été éteint comme demandé.",robot,0
fan.toggle,"Beep-Boop J'active le ventilateur maintenant, bip-boop.","Beep-Boop Le ventilateur est maintenant activé, bip-boop.",robot,0
fan.toggle,"Beep-Boop, changement de l'état du ventilateur en cours.","Beep-Boop, l'état du ventilateur a été changé.",robot,0
fan.increase_speed,"Beep-Boop, j'augmente la vitesse du ventilateur pour vous.","Beep-Boop, la vitesse du ventilateur a été augmentée.",robot,0
fan.increase_speed,"Beep-Boop, j'accélère le ventilateur maintenant.","Beep-Boop, le ventilateur a été accéléré.",robot,0
fan.decrease_speed,"Beep-Boop, je réduis la vitesse du ventilateur comme demandé.","Beep-Boop, la vitesse du ventilateur a été réduite.",robot,0
fan.increase_speed,"Beep-Boop, je commence à accélérer le ventilateur, bip boop.","Beep-Boop, le ventilateur a été accéléré, bip boop.",robot,0
fan.decrease_speed,"Beep-Boop, je ralentis le ventilateur pour toi.","Beep-Boop, le ventilateur a été ralenti.",robot,0
fan.decrease_speed,"Beep-Boop, je diminue la vitesse du ventilateur.","Beep-Boop, la vitesse du ventilateur a été diminuée.",robot,0
fan.toggle,"Beep-Boop Inversion de l'état de <device_name> en cours, bip-boop","Beep-Boop L'état de <device_name> a été inversé, bip-boop",robot,0
fan.toggle,"Beep-Boop Changer l'état de <device_name> en cours, bip boop","Beep-Boop L'état de <device_name> a été changé, bip boop",robot,0
fan.toggle,"Beep-Boop Activer <device_name> maintenant, bip-boop","Beep-Boop <device_name> activé, bip-boop",robot,0
fan.turn_on,"Beep-Boop Activation de <device_name> maintenant, bip boop","Beep-Boop Activation de <device_name> terminée, bip boop",robot,0
fan.turn_on,"Beep-Boop Démarrage de <device_name> pour vous, bip-boop","Beep-Boop <device_name> démarré, bip-boop",robot,0
fan.turn_on,"Beep-Boop, en démarrant <device_name>.","Beep-Boop, <device_name> est maintenant en marche.",robot,0
fan.turn_on,"Beep-Boop Démarrage de <device_name>, en cours.","Beep-Boop <device_name> démarré, bip boop.",robot,0
fan.turn_on,"Beep-Boop Allumer <device_name>, en cours","Beep-Boop <device_name> allumé, bip-boop",robot,0
fan.turn_off,"Beep-Boop désactivation de <device_name> en cours, bip boop","Beep-Boop <device_name> désactivé, bip boop",robot,0
fan.turn_off,"Beep-Boop, j'arrête <device_name> pour vous.","Beep-Boop, <device_name> est arrêté, bip-boop.",robot,0
fan.decrease_speed,"Beep-Boop, réduction de la vitesse de <device_name>, bip boop","Beep-Boop, vitesse de <device_name> réduite, bip boop",robot,0
fan.turn_off,"Beep-Boop, extinction de <device_name> en cours","Beep-Boop, <device_name> éteint",robot,0
fan.turn_off,"Beep-Boop, en arrêtant <device_name>...","Beep-Boop, <device_name> est arrêté.",robot,0
fan.decrease_speed,"Beep-Boop Diminution de la vitesse de <device_name> en cours, bip-boop","Beep-Boop Vitesse de <device_name> diminuée, bip-boop",robot,0
fan.decrease_speed,"Beep-Boop, ralentissement de <device_name> en cours pour vous.","Beep-Boop, ralentissement de <device_name> effectué.",robot,0
fan.increase_speed,"Beep-Boop Accélération de <device_name> en cours, bip-boop","Beep-Boop <device_name> accéléré, bip-boop",robot,0
fan.increase_speed,"Beep-Boop Augmentation de la vitesse de <device_name>, en cours, bip boop","Beep-Boop Augmentation de la vitesse de <device_name> terminée, bip boop",robot,0
fan.increase_speed,"Beep-Boop Accélération de la vitesse de <device_name> en cours, bip-boop","Beep-Boop Vitesse de <device_name> accélérée, bip-boop",robot,0
fan.increase_speed,"Beep-Boop Augmentation de la vitesse de <device_name>, en cours, bip boop","Beep-Boop Vitesse de <device_name> augmentée, opération terminée, bip boop",robot,0
fan.decrease_speed,"Beep-Boop, je réduis la vitesse de <device_name>.","Beep-Boop, la vitesse de <device_name> a été réduite.",robot,0
blinds.open_cover,"Beep-Boop, j'ouvre les stores maintenant.","Beep-Boop, les stores sont ouverts.",robot,0
blinds.open_cover,"Beep-Boop, j'ouvre les stores.","Beep-Boop, les stores sont ouverts.",robot,0
