device_name,description
switch.pompe_piscine,Interrupteur de pompe de piscine
switch.système_d'irrigation,Commutateur de système d'irrigation
switch.garage_atelier_lights,Interrupteur d'éclairage d'atelier de garage
climate.nest_learning,Thermostat d'apprentissage Nest
climate.ecobee_smart,Thermostat intelligent Ecobee
climate.honeywell_lyric_t6,Honeywell Lyric T6 Pro
climate.emerson_sensi_touch,Thermostat Wi-Fi Emerson Sensi Touch
climate.bosch_bcc100,Commande connectée Bosch BCC100
climate.johnson_glas,Thermostat intelligent GLAS de Johnson Controls
climate.thermostat_lux_geo,Thermostat Wi-Fi Lux Geo
climate.tado_smart,Thermostat intelligent Tado
climate.trane_comfortlink_ii,Trane ComfortLink II XL1050
climate.transporteur_cor,Thermostat Wi-Fi Carrier Cor
climate.netatmo_smart,Thermostat Intelligent Netatmo
climate.sinope_smart,Thermostat intelligent Sinopé
climate.kono_thermostat,Thermostat intelligent Kono
climate.mysa_smart_thermostat,Thermostat intelligent Mysa pour plinthes électriques
climate.zen_wifi_thermostat,Thermostat Zen Édition WiFi
vacuum.salon_room_roomba,Aspirateur de salon
vacuum.kitchen_xiaomi,Aspirateur de cuisine
vacuum.à_l'étage_dyson,Anti-poussière à l'étage
vacuum.sous_sol_deebot,Débot du sous-sol
vacuum.maître_chambre_requin,Aspirateur de la chambre principale
vacuum.garage_roomba_2,Robot de nettoyage de garage
vacuum.sous_sofa_cleaner,Nettoyant sous canapé
vacuum.salle_à_manger_area_bissel,Détachant la saleté de la salle à manger
vacuum.couloir_neato,Nettoyant pour allées de couloir
vacuum.entrée_eufy,Dépoussiéreur d'entrée
vacuum.patio_doorway_vac,Nettoyant pour porte-patio
vacuum.left_corner_bot,Aspirateur de saleté du coin gauche
vacuum.right_stairwell_sweeper,Nettoyeur d'escalier droit
vacuum.à_l'étage_salle_de_bain_vac,Aide à la salle de bain à l'étage
vacuum.chambre_invité_en_bas,Chambre d'amis en bas
vacuum.smart_home_automator,Bot de nettoyage domestique intelligent
vacuum.ci_dessus_escaliers_robot,Appareil à épousseter au-dessus des escaliers
vacuum.sous_bed_cleaner,Dépoussiéreur sous le lit
vacuum.front_hall_samsung,Robot de balayage du hall d'entrée
vacuum.back_deck_sweeper,Nettoyant pour la zone du pont arrière
todo.liste_chores_quotidienne,Suivi des tâches quotidiennes
todo.liste_shopping_épicerie,Organisateur d'épicerie
todo.week_end_projects,Liste des projets DIY du week-end
todo.family_event_planner,Planificateur d'événements familiaux
todo.entraînement_routine_tracker,Planificateur de routine d'entraînement
todo.enfants_homework_deadlines,Dates limites des devoirs des enfants
todo.pet_vaccination_schedule,Planificateur de vaccination pour animaux de compagnie
todo.car_maintenance_log,Suivi de l'entretien de la voiture
todo.liste_de_rappel_anniversaire,Liste de rappel d'anniversaire
todo.anniversaire_planner,Planificateur d'événements d'anniversaire
todo.planification_de_vacances,Assistante à la planification des vacances
todo.liste_de_lecture_livre,Organisateur de liste de lecture
todo.movie_watchlist,Liste de surveillance des soirées cinéma
todo.recette_collection,Collection de recettes
todo.home_renovation_planner,Planificateur de rénovation domiciliaire
todo.garden_care_schedule,Planificateur d'entretien du jardin
todo.bill_payment_reminders,Rappels de paiement de factures
todo.assurance_renouvellement_alertes,Alertes de renouvellement d'assurance
todo.gestion_abonnement,Outil de gestion des abonnements
todo.garantie_tracker,Suivi de l'expiration de la garantie
timer.cuisine_four,Minuterie de four de cuisine
timer.blanchisserie_machine_1,Suivi du cycle de lessive
timer.arrosage_jardin,Programmateur d'arrosage de jardin
timer.front_porch_lights,Minuterie d’éclairage du porche
timer.backyard_floodlights,Contrôleur de projecteur de jardin
timer.porte_garage_1,Minuterie de porte de garage
timer.chambre_lampe_timer,Programmateur de lampes de chambre
timer.salle_à_manger_dimmer,Minuterie d'éclairage de la salle à manger
timer.à_l'étage_couloir,Minuterie de couloir à l'étage
timer.bas_closet_light,Minuterie de placard en bas
timer.chandelier_d'entrée,Minuterie de lustre d’entrée
timer.éclairage_patio,Minuterie d'ambiance terrasse
timer.driveway_security_lights,Minuterie de sécurité pour allée
timer.enfants_room_nightlight,Minuterie veilleuse pour chambre d'enfant
timer.minuterie0,Minuterie à usage général
timer.minuterie7,Minuterie personnalisée 7
timer.ma_minuterie,Minuterie personnalisée
timer.minuterie_de_cuisine,Compte à rebours dans la cuisine
timer.blanchisserie_countdown,Minuterie de cycle de lessive
timer.alarme_matin,Réveil matinal
timer.entraînement_timer,Minuterie de séance d'exercice
timer.session_d'étude,Minuterie de mise au point de l'étude
timer.méditation_horloge,Suivi de la durée de la méditation
timer.bébé_nap_timer,Moniteur de sieste pour bébé
timer.tea_steeping,Compte à rebours pour l'infusion du thé
timer.game_timer,Minuterie de jeu de société
timer.café_matinal,Minuterie de préparation du café du matin
