device_name,description
timer.my_timer,"Personalized timer"
timer.kitchen_timer,"Kitchen countdown"
timer.laundry_countdown,"Laundry cycle timer"
timer.morning_alarm,"Morning wakeup alarm"
timer.workout_timer,"Exercise session timer"
timer.study_session,"Study focus timer"
timer.meditation_clock,"Meditation duration tracker"
timer.baby_nap_timer,"Baby nap monitor"
timer.tea_steeping,"Tea steeping countdown"
timer.game_timer,"Board game timer"
timer.morning_coffee,"Morning coffee brew timer"
